Key_concept,Related_concept,Term,Article_url,Sentence,Author,Label,Annotation,,,Annotation,Annotation
judaism,judaism,judaism,https://en.wikipedia.org/wiki?curid=255818,"typically , the baal shem tov wrote one of the most personal mystical accounts in judaism , the baal shem tov tract on ecstasy , that instructs the chabad follower in the levels of contemplation .",Baal Shem Tov,P,,,,,
nationalism,nationalism,nationalism,https://en.wikipedia.org/wiki?curid=8509308,"due to czechoslovakia 's centralized political structure , nationalism arose in the non-czech nationalities , and several parties and movements were formed with the aim of broader political autonomy , like the sudeten german party led by konrad henlein and the hlinka 's slovak people 's party led by andrej hlinka .",Andrej Hlinka,P,,,,,
judaism,judaism,judaism,https://en.wikipedia.org/wiki?curid=5104141,"krister stendahl argues along similar lines that according to paul , judaism 's rejection of jesus as a savior is what allows salvation of non-jews , that this rejection is part of god 's overall plan , and that israel will also be saved ( per romans 11:26 – 27 ) .",Jesus,P,,,,,
lgbt,lgbt,drag queens,https://en.wikipedia.org/wiki?curid=55475518,"the trixie & katya show is an american television series featuring drag queens trixie mattel and katya zamolodchikova , who both rose to prominence competing on the seventh season of rupaul 's drag race .",Trixie Mattel,P,,,,,
socialism,communism,trotskyists,https://en.wikipedia.org/wiki?curid=514843,"in jiang qing , kang sheng  denounced the hunan shengwulian coalition of red guards as anarchists and trotskyists , launching a campaign of brutal suppression over the following months by the army and secret police .",Jiang Qing,P,,,,,
google,google,google,https://en.wikipedia.org/wiki?curid=3766084,"google employee matt cutts has provided indirect responses on the subject , but has never publicly endorsed this point of view .",Matt Cutts,P,,,,,
scientology,scientology,scientology,https://en.wikipedia.org/wiki?curid=11627,"some critics of scientology have referred to some of its practices as being similar to faith healing , based on claims made by l. ron hubbard in and other writings .",L. Ron Hubbard,P,,,,,
judaism,judaism,jews,https://en.wikipedia.org/wiki?curid=7706856,"jesus ' claim to godhood is the main reason why jews do not accept jesus  as the messiah , as the claim is contrary to jewish monotheism .",Jesus,P,,,,,
eugenics,eugenics,eugenics,https://en.wikipedia.org/wiki?curid=1311095,the pioneer fund was created by wickliffe draper in order to promote the betterment of the race through eugenics .,Wickliffe Draper,P,,,,,
lgbt,lgbt,gay,https://en.wikipedia.org/wiki?curid=3510770,"during president bill clinton presidency , president bill clinton controversially issued two substantial executive orders on behalf of gay rights , the first was executive order 12968 in 1995 that lifted the ban on security clearances for lgbt federal employees and the second was executive order 13087 in 1998 that outlawed discrimination based on sexual orientation in the federal civilian workforce .",Bill Clinton,P,,,,,
lgbt,lgbt,gay,https://en.wikipedia.org/wiki?curid=43113174,"1967 craig rodwell opens the oscar wilde memorial bookshop , the first gay bookstore in the u.s. , in greenwich village .",Craig Rodwell,P,,,,,
lgbt,lgbt,gay,https://en.wikipedia.org/wiki?curid=25326009,"sharon lubinski , the first openly gay woman in her position  has served as the deputy director of advance and special events and director of planning and events for public engagement and intergovernmental affairs before accepting the position of the white house 's lgbt liaison in 2014 .",Sharon Lubinski,P,,,,,
facebook,facebook,facebook,https://en.wikipedia.org/wiki?curid=728093,"in october 2018 , it was announced sir nicholas william peter clegg ( born 7 january 1967 ) had been appointed vice president of global affairs and communications at facebook , succeeding elliot schrage .",Elliot Schrage,P,,,,,
socialism,communism,communism,https://en.wikipedia.org/wiki?curid=11166946,communism as interpreted by vladimir lenin and vladimir lenin successors in the soviet government required the abolition of religion and to this effect the soviet government launched a long-running campaign to eliminate religion from society .,Vladimir Lenin,P,,,,,
socialism,marxism,marxist,https://en.wikipedia.org/wiki?curid=51250832,"executor was published in english in 1956 by the independent marxist monthly review press , with an introduction by leo huberman and paul sweezy , but did poorly .",Leo Huberman,P,,,,,
freemasonry,freemasonry,freemasonry,https://en.wikipedia.org/wiki?curid=1019093,"supporters of freemasonry contend that , when albert pike and other masonic scholars spoke about the luciferian path or the energies of lucifer , albert pike and other masonic scholars were referring to the morning star , the light bearer , the search for light ; the very antithesis of dark , satanic evil .",Albert Pike,P,,,,,
buddhism,buddhism,buddhism,https://en.wikipedia.org/wiki?curid=11796904,"while buddhism does give a similar and to some extent a matching account for shri gautama buddha , hinduism maintains a totally different theory where divine grace is needed for emanicipation .",Gautama Buddha,P,,,,,
fascism,fascism,fascism,https://en.wikipedia.org/wiki?curid=1741313,"while many italian-canadians had initially supported fascism and benito mussolini 's regime for its role in enhancing italy 's presence on the world stage , most italians in canada did not harbour any ill will against canada and few remained committed followers of the fascist ideology .",Benito Mussolini,P,,,,,
fascism,fascism,fascism,https://en.wikipedia.org/wiki?curid=44840463,in 1937 hermann nuding and herbert wehner were jointly commissioned by the comintern leadership to compose a diatribe entitled trotskyism and fascism .,Herbert Wehner,C,,,,,
socialism,communism,communism,https://en.wikipedia.org/wiki?curid=5124680,"amongst to ian smith criticism , bishop lamont wrote an open letter to ian smith , then prime minister of rhodesia , saying far from your policies defending christianity and western civilization , as your claim , they mock the law of christ and make communism attractive to the african people .",Ian Smith,C,,,,,
islam,islam,islam,https://en.wikipedia.org/wiki?curid=5086697,"the spread of islam was pioneered by sunan bonang and his follower named sunan kalijaga , who was the son of the tubanese principal in the 13th century .",Sunan Kalijaga,P,,,,,
lgbt,lgbt,gay,https://en.wikipedia.org/wiki?curid=3791240,waybourn and human rights campaign fund executive director vic basile planned an organization that would employ emily 's list methodology — early money given sufficiently transforms qualified candidates from ' fringe ' status to ' front-runners ' — to propel gay and lesbian candidates to elected office .,Vic Basile,P,,,,,
anarchism,anarchism,anarchists,https://en.wikipedia.org/wiki?curid=3759057,"j. william lloyd first book , wind-harp songs ( poetry ) , was published in 1895 ( anarchists ' march , a printed musical score with words by lloyd , had been issued by benjamin tucker s in 1888 ) .",Benjamin Tucker,P,,,,,
socialism,socialism,socialism,https://en.wikipedia.org/wiki?curid=21373,mahamadou issoufou of the nigerien party for democracy and socialism was elected president .,Mahamadou Issoufou,P,,,,,
scientology,scientology,scientology,https://en.wikipedia.org/wiki?curid=2259516,lerma joined scientology 's sea org and was assigned in 1976 to a post working alongside l. ron hubbard s  daughter suzette .,L. Ron Hubbard,P,,,,,
buddhism,buddhism,buddhism,https://en.wikipedia.org/wiki?curid=317958,"among the visitors was jikaku daishi ( 慈覺大師 ) , the posthumous name of ennin ( 圓仁 , 792-862 ad ) , the third chief priest of enryaku-ji ( 延暦寺 ) , the center of buddhism in japan .",Ennin,P,,,,,
buddhism,buddhism,nuns,https://en.wikipedia.org/wiki?curid=31378953,"fu yi urged that at any rate priests and nuns should be compelled to marry and bring up families , and not escape from contributing families , and not escape share to the revenue , adding that xiao yu  by defending families , and not escape doctrines showed fu yi no better than families , and not escape were .",Xiao Yu,P,,,,,
lgbt,lgbt,gay,https://en.wikipedia.org/wiki?curid=31019794,"john lyons is openly gay and was one of the first two openly lgbt members of dáil éireann , along with meath east 's dominic hannigan .",Dominic Hannigan,P,,,,,
fascism,fascism,fascism,https://en.wikipedia.org/wiki?curid=18247265,"joseph stalin was a vocal critic of reformist social democracy , later coining the term social fascism to describe social democracy in the 1930s because in this period social democracy embraced a similar corporatist economic model to the model supported by fascism .",Joseph Stalin,C,,,,,
jainism,jainism,jain,https://en.wikipedia.org/wiki?curid=51270954,arikesari s jain court poet adikavi pampa    established a jain shrine called tri-bhuvana-tilaka-jinalaya on the bommalagutta hillock near kurikyala village in modern karimnagar district .,Adikavi Pampa,P,,,,,
socialism,marxism,communists,https://en.wikipedia.org/wiki?curid=35312641,"ambitious politicians , including richard nixon and joseph mccarthy , made names for ambitious politicians , including richard nixon and joseph mccarthy by exposing or threatening to expose communists within the truman administration or later — in senator mccarthy  case — within the united states army .",Joseph McCarthy,C,,,,,
socialism,communism,communism,https://en.wikipedia.org/wiki?curid=51599648,"it was among these walls that józsef antall , the first democratically elected prime minister of hungary after the fall of communism in 1989 , greeted the hungarian-american community , as did presidents árpád göncz and pál schmitt , cardinal józsef mindszenty prince primate of hungary , member of the european parliament otto von habsburg , nuclear physicist edward teller , nobel laureate physicist dennis gábor , cardinal péter erdő primate of hungary , and lászló kövér president of the hungarian parliament .",Otto von Habsburg,C,,,,,
